シンボル,詳細,価格,価格 - 通貨,価格変動 % 1日,出来高 1日,相対ボリューム 1日,時価総額,時価総額 - 通貨,PER (株価収益率),"希薄化EPS, 直近12ヶ月","希薄化EPS, 直近12ヶ月 - 通貨","希薄化EPS成長率 %, 直近12ヶ月前年比","配当利回り %, 直近12ヶ月",セクター,アナリストの評価
FEMY,"Femasys, Inc.",0.5106,USD,-3.878012048192762,311086,0.4719542485682955,30381645.84036145,USD,,-0.7203,USD,12.489369456931113,0,電子テクノロジー,強い買い
SUIG,Sui Group Holdings Limited,1.32,USD,-3.6496350364963535,259777,0.30433206669375207,109650909.459854,USD,,-0.5558,USD,-1117.9487179487178,0,金融,強い買い
UMAC,Unusual Machines Inc.,12.6,USD,-9.547738693467338,1956719,0.711746618772614,464631931.3567839,USD,,-3.5281,USD,-254.084704937776,0,電子テクノロジー,強い買い
HTO,H2O America,52.22,USD,1.8132189510625847,199587,0.7032289684375497,1869741731.48333,USD,16.596218020022246,3.1465,USD,13.82628513547734,3.2754922986937,公益事業,強い買い
SLNH,"Soluna Holdings, Inc.",0.9847,USD,-6.219047619047621,5637194,0.7694183164311672,97066276.38885714,USD,,-6.9936,USD,26.805375308745344,0,電子テクノロジー,強い買い
FFA,First Trust Enhanced Equity Income Fund,22.12,USD,-0.5842696629213439,44421,1.2642157030156076,444735225,USD,9.131816868265698,2.4223,USD,-31.190523534926008,6.62921348314607,その他,強い買い
NOTV,"Inotiv, Inc.",0.3328,USD,-7.888181566565187,692386,1.4744651921006762,11447195.314696925,USD,,-2.0236,USD,56.09269224093039,0,商業サービス,強い買い
ANY,Sphere 3D Corp.,1.66,USD,-2.35294117647059,523302,5.277197531414484,57339581,USD,,-0.7696,USD,-4.850136239782012,0,テクノロジーサービス,強い買い
SGA,"Saga Communications, Inc. Class A",11.36,USD,-0.08795074758135257,10523,1.6938703238683923,73157500.79155673,USD,229.49494949494948,0.0495,USD,-93.45930232558139,8.79507475813544,消費者サービス,強い買い
RVSN,Rail Vision Ltd.,6.59,USD,11.694915254237278,88741,0.31466336753333257,14446771.127118643,USD,,-12.5094,USD,90.65081938175858,0,交通・輸送,強い買い
DSGN,"Design Therapeutics, Inc.",10.23,USD,-1.4450867052023153,141144,0.6109193656037127,582739236.416185,USD,,-1.187,USD,-40.2575918704951,0,ヘルスケアテクノロジー,強い買い
DFDV,DeFi Development Corporation,3.87,USD,-4.6798029556650125,1129489,0.6388436201355289,115685139.8128079,USD,1.5478761699064076,2.5002,USD,,0,金融,強い買い
IDN,Intellicheck Inc,5.1,USD,-0.390625000000009,85176,0.4113969751870283,103045020.87890625,USD,515.1515151515151,0.0099,USD,,0,テクノロジーサービス,強い買い
FVCB,"FVCBankcorp, Inc.",15.79,USD,-1.0031347962382455,35784,0.7038441566615788,285401306.8231975,USD,13.08202154101077,1.207,USD,47.55501222493889,1.12852664576803,金融,強い買い
CLNN,Clene Inc,4.42,USD,-0.674157303370792,89039,1.0831863359326528,52060114.80449437,USD,,-3.3924,USD,23.3684971424699,0,ヘルスケアテクノロジー,強い買い
LENZ,"LENZ Therapeutics, Inc.",13.66,USD,-2.498215560314059,495362,0.4568358875160526,427420976.84225553,USD,,-2.1075,USD,70.19432030321887,0,ヘルスケアテクノロジー,強い買い
BTBT,"Bit Digital, Inc.",1.74,USD,-3.8674033149171305,24588076,0.761703955726017,563194195.2596685,USD,4.484536082474227,0.388,USD,527.8317152103559,0,商業サービス,強い買い
GTEC,Greenland Technologies Holding Corporation,0.807,USD,1.6500818742914722,157954,0.26199011910089326,18139387.988411635,USD,0.821206879006818,0.9827,USD,,0,生産財製造,強い買い
API,"Agora, Inc. Sponsored ADR Class A",4.46,USD,1.3636363636363547,357769,0.9021059620048861,411447268,USD,92.5311203319502,0.0482,USD,,0,テクノロジーサービス,強い買い
MGTX,MeiraGTx Holdings Plc,7.52,USD,-1.4416775884665836,251232,0.6591126723981877,605291505.9082569,USD,,-2.1139,USD,-61.92263500574492,0,ヘルスケアテクノロジー,強い買い
GALT,Galectin Therapeutics Inc.,2.76,USD,1.4705882352941024,328506,1.1366608110385221,177962621.42647055,USD,,-0.5913,USD,18.822075782537066,0,ヘルスケアテクノロジー,強い買い
USAR,"USA Rare Earth, Inc. Class A",21.88,USD,-6.655290102389087,10085483,0.2927730566936073,4768329715.264504,USD,,-2.5128,USD,-844.9747998814113,0,生産財製造,強い買い
GAIA,"Gaia, Inc. Class A",3.13,USD,-1.5723270440251655,67286,1.1487741583008946,78383582.10062893,USD,,-0.194,USD,27.93462109955423,0,商業サービス,強い買い
CREX,"Creative Realities, Inc.",3.16,USD,-1.250000000000001,3954,0.11587628140880253,33239823.737499997,USD,,-0.8698,USD,-1306.3800277392509,0,商業サービス,強い買い
VGZ,Vista Gold Corp.,2.93,USD,7.720588235294115,2244396,0.8673043603800564,369792685.6213235,USD,,,,,,非エネルギー鉱物,強い買い
ZEPP,Zepp Health Corp. Sponsored ADR Class A,23.04,USD,2.7195720017833236,178142,1.0620404970680046,322275639,USD,,-4.11,USD,-66.48438449386317,0,耐久消費財,強い買い
WLKP,Westlake Chemical Partners LP,21.18,USD,-0.1885014137605992,26508,0.40909427626055606,746507716.8407162,USD,15.18388414940139,1.3949,USD,-20.346048423937873,8.88595664467484,素材産業,強い買い
ELMD,"Electromed, Inc.",28.06,USD,1.6298442593263285,64152,1.272940490151141,234035502.19485694,USD,30.18827326519634,0.9295,USD,28.13620071684587,0,ヘルスケアテクノロジー,強い買い
SSKN,"STRATA Skin Sciences, Inc.",1.24,USD,6.896551724137938,401153,1.923131869817674,7301366.931034483,USD,,-2.6198,USD,-0.8119444337553439,0,ヘルスケアテクノロジー,強い買い
IBOC,International Bancshares Corporation,72.61,USD,-1.116709791638305,208775,0.5830187736094329,4513719855.430069,USD,10.753850710900474,6.752,USD,4.986550153157208,1.90657769304099,金融,強い買い
ASPI,"ASP Isotopes, Inc.",5.47,USD,-4.537521815008738,3191064,0.5416791417856014,684352373.0104711,USD,,-1.425,USD,-137.42085971342888,0,ヘルスケアテクノロジー,強い買い
MPLT,"MapLight Therapeutics, Inc.",17.89,USD,1.8212862834376793,185615,0.9541509924733028,811723521.8713717,USD,,,,,0,ヘルスケアテクノロジー,強い買い
MYO,"Myomo, Inc.",0.817,USD,0.8517466979385145,280870,0.49436601918746337,31401824.124182194,USD,,-0.2885,USD,-25.543951261966917,0,流通サービス,強い買い
CVKD,"Cadrenal Therapeutics, Inc.",5.81,USD,1.573426573426571,17138,0.3667898716513677,13584516.407342657,USD,,-8.0144,USD,-9.795325643203547,0,ヘルスケアテクノロジー,強い買い
ABX,"Abacus Global Management, Inc. Class A",8.13,USD,3.6989795918367463,633183,1.2507983140239947,794730714.0535716,USD,104.09731113956467,0.0781,USD,,2.55102040816327,金融,強い買い
CASI,"CASI Pharmaceuticals, Inc.",0.8102,USD,-10.47513812154696,35295,1.7200963000506841,12552168.977900553,USD,,-3.1621,USD,-42.2575130466079,0,ヘルスケアテクノロジー,強い買い
RCMT,"RCM Technologies, Inc.",17.75,USD,-6.480505795574292,130346,3.1560774818401938,131536542.39989461,USD,10.378296205344093,1.7103,USD,-12.489766680311092,0,商業サービス,強い買い
INKT,"MiNK Therapeutics, Inc.",11.19,USD,1.6348773841961828,4134,0.3331130843983175,52527592.8746594,USD,,-3.0346,USD,21.481059821983017,0,ヘルスケアテクノロジー,強い買い
ACON,"Aclarion, Inc.",2.73,USD,-1.0869565217391235,28828,0.17393581365433547,2878432.869565218,USD,,-1602.9371,USD,92.1946543389501,0,テクノロジーサービス,強い買い
SEPN,"Septerna, Inc.",26.7,USD,0.41368935690108855,173029,0.5436969532621535,1195470955.2388115,USD,,-1.5102,USD,-271.23893805309734,0,ヘルスケアテクノロジー,強い買い
VNRX,VolitionRX Ltd,0.245,USD,-3.0470914127423763,6289090,3.1454645765689597,32093430.332409974,USD,,-0.2274,USD,36.833333333333336,0,ヘルスケアテクノロジー,強い買い
WINA,Winmark Corporation,432.9,USD,-4.506650784196944,73750,1.0914300175072775,1542048187.498511,USD,38.595271210013905,11.2164,USD,2.6128005269513714,0.83382966051221,小売業,強い買い
FEAM,"5E Advanced Materials, Inc.",2.43,USD,-0.8163265306122455,706614,0.8224883842986284,57133876.33469388,USD,,-6.7309,USD,74.18737536431969,0,素材産業,強い買い
KYIV,Kyivstar Group Ltd.,12.3,USD,0.40816326530612823,428952,0.2764013262820126,2839622675.6081634,USD,,-0.2846,USD,,0,金融,強い買い
CLPT,"ClearPoint Neuro, Inc.",13.59,USD,-3.685329553508147,463814,0.7471612194114937,404279498.130404,USD,,-0.8262,USD,-19.53125,0,ヘルスケアテクノロジー,強い買い
INLX,"Intellinetics, Inc.",8.11,USD,2.012578616352192,1253,0.4119948706145398,36325687,USD,,-0.4012,USD,-257.89473684210526,0,テクノロジーサービス,強い買い
AENT,Alliance Entertainment Holding Corporation Class A,7.13,USD,3.3333333333333264,40217,0.591976660661085,363326058.43333334,USD,18.577384054194894,0.3838,USD,131.6234158117079,0,流通サービス,強い買い
USAU,U.S. Gold Corp.,17.31,USD,-1.6477272727272878,186258,0.4123284565919246,249094411.1761363,USD,,-1.6162,USD,-62.17138270118403,0,非エネルギー鉱物,強い買い
NAMM,Namib Minerals,2.41,USD,-14.539007092198572,2301875,0.21142263342861156,129362601.51418442,USD,,,,,0,非エネルギー鉱物,強い買い
TNON,"Tenon Medical, Inc.",0.7929,USD,-3.304878048780476,1642331,0.3085012225419277,8806299.370243905,USD,,-2.7583,USD,91.23352889951119,0,ヘルスケアサービス,強い買い
BYRN,Byrna Technologies Inc.,14.64,USD,1.3148788927335728,698400,0.8709601025697689,331907588.84429073,USD,36.32754342431762,0.403,USD,-25.273502688670497,0,電子テクノロジー,強い買い
XZO,"Exzeo Group, Inc.",16.24,USD,-3.0447761194029943,98586,0.8657782836186592,1474125685.1247761,USD,,,,,0,テクノロジーサービス,強い買い
OPTT,"Ocean Power Technologies, Inc.",0.452,USD,-4.013590995965168,4554237,0.2804162806268959,88121888.32448503,USD,,-0.1848,USD,41.0338225909381,0,生産財製造,強い買い
NNVC,"NanoViricides, Inc.",1.01,USD,8.021390374331546,616011,2.0377553599286533,21784114.2459893,USD,,-0.5089,USD,32.92473968630553,0,ヘルスケアテクノロジー,強い買い
SKYX,SKYX Platforms Corp.,2.14,USD,-3.1674208144796308,305489,0.3289575557325852,281442332.39819,USD,,-0.3439,USD,12.248022454707844,0,生産財製造,強い買い
TRNR,Interactive Strength Inc,0.396,USD,15.552961774146487,589156,1.2891285872703706,2080220.2392763346,USD,,-95.1635,USD,99.87794105575308,0,小売業,強い買い
CARL,"Carlsmed, Inc.",12.04,USD,-0.08298755186723288,66193,0.9171409886218154,320178627.9070539,USD,,-1.0002,USD,-5.762926932431003,0,テクノロジーサービス,強い買い
MYN,BlackRock MuniYield New York Quality Fund Inc,10.1,USD,-0.39447731755424975,158465,1.162222719321728,388495848,USD,,-0.9002,USD,-285.07401315789474,5.92110453648915,その他,強い買い
ZVRA,"Zevra Therapeutics, Inc.",8.61,USD,0.46674445740955833,652620,0.7732578061573416,484721758.31621933,USD,13.649334178820544,0.6308,USD,,0,ヘルスケアテクノロジー,強い買い
CVGI,"Commercial Vehicle Group, Inc.",1.72,USD,-1.7142857142857157,167549,1.038628147207744,63177980.48,USD,,-1.6337,USD,-260.0725063688027,0,生産財製造,強い買い
PAVM,"PAVmed, Inc.",10.96,USD,0.13704888076747893,130147,0.42930461604636794,11652124.250342622,USD,,-17.1657,USD,86.71694906991483,0,ヘルスケアテクノロジー,強い買い
MDWD,MediWound Ltd.,17.59,USD,-2.0055710306406653,58351,0.5014251918229993,225770931.8334262,USD,,-1.8991,USD,34.52056683791332,0,ヘルスケアテクノロジー,強い買い
CLBT,Cellebrite DI Ltd.,14.94,USD,1.9795221843003352,2259571,0.9519610349882189,3577682637.251877,USD,48.696219035202084,0.3068,USD,,0,テクノロジーサービス,強い買い
MTRX,Matrix Service Company,11.41,USD,2.1486123545210405,390013,1.2367321298956708,320945099.16025066,USD,,-0.6899,USD,43.65863617803185,0,産業サービス,強い買い
SI,"Shoulder Innovations, Inc.",13.19,USD,1.2279355333844986,59759,0.8315209602168446,271736189.1634689,USD,,-1.7912,USD,-148.57063558145987,0,ヘルスケアテクノロジー,強い買い
TARA,"Protara Therapeutics, Inc.",6.44,USD,-0.6172839506172845,630171,0.6759024952375212,332501949.5,USD,,-1.4433,USD,48.84273207386666,0,ヘルスケアテクノロジー,強い買い
SAMG,Silvercrest Asset Management Group Inc. Class A,15.04,USD,0.06653359946772978,13120,0.3057405586290146,184066201.44244844,USD,21.150330473913655,0.7111,USD,-9.483197556008149,5.45575515635396,金融,強い買い
OSTX,OS Therapies Incorporated,1.26,USD,-3.0769230769230793,425754,0.6508527122302599,44370080.99999999,USD,,-0.8162,USD,-133.00028546959751,0,ヘルスケアテクノロジー,強い買い
SLGL,Sol-Gel Technologies Ltd.,65,USD,-0.4136663091772576,16700,0.5079075425790754,181076152.5203003,USD,,-3.2257,USD,6.104092682074874,0,ヘルスケアテクノロジー,強い買い
SER,"Serina Therapeutics, Inc.",2.1,USD,-6.6666666666666625,131037,0.01674681054394334,22649685.333333332,USD,,,,,0,商業サービス,強い買い
ISSC,"Innovative Solutions and Support, Inc.",19.68,USD,-1.0558069381598836,214931,0.626923486405248,349877783.04675716,USD,22.558459422283356,0.8724,USD,117.936547589308,0,電子テクノロジー,強い買い
NG,Novagold Resources Inc,10.44,USD,4.295704295704293,3605527,0.5751954174107087,4572871796.522123,USD,,-0.2597595,USD,-95.83849927227641,0,非エネルギー鉱物,強い買い
RDI,"Reading International, Inc. Class A",1.07,USD,2.8846153846153872,9058,0.25598128041508644,41546281,USD,,-0.6122,USD,69.85424463265709,0,消費者サービス,強い買い
BLIN,"Bridgeline Digital, Inc.",0.7501,USD,0.013333333333331865,53816,0.7787851380196086,9169522.440000001,USD,,-0.2577,USD,-36.85608072225172,0,テクノロジーサービス,強い買い
GENK,"GEN Restaurant Group, Inc. Class A",1.85,USD,-3.645833333333325,20020,0.343692757215917,60924726.09375,USD,,-0.2603,USD,-249.08361970217635,0,消費者サービス,強い買い
RMCO,Royalty Management Holding Corporation Class A,3.94,USD,-6.190476190476195,18711,0.6733409384525142,59654492.147619046,USD,,-0.0234,USD,-329.4117647058824,0.178571428571429,金融,強い買い
SEGG,Sports Entertainment Gaming Global Corporation,1.3,USD,17.11711711711711,6341619,1.7655575652283533,15159010.72072072,USD,,-8.5159,USD,91.36562777875226,0,消費者サービス,強い買い
CRIS,"Curis, Inc.",1,USD,3.2204789430222958,238731,0.9823310359016556,12928852.188274154,USD,,-3.677,USD,52.9175256411898,0,ヘルスケアテクノロジー,強い買い
RMTI,"Rockwell Medical, Inc.",1.09,USD,0.9259259259259267,181086,0.5693710054875715,42951779.01851852,USD,,-0.1595,USD,-171.25850340136057,0,ヘルスケアテクノロジー,強い買い
SINT,"SINTX Technologies, Inc.",2.88,USD,-2.040816326530614,16962,0.42681147021227345,11093633.63265306,USD,,-6.9309,USD,94.49238370942635,0,ヘルスケアテクノロジー,強い買い
ETON,"Eton Pharmaceuticals, Inc.",15.21,USD,2.7008777852802184,193097,0.9362237934476892,407894725.4767049,USD,,-0.2491,USD,-16.674473067915688,0,ヘルスケアテクノロジー,強い買い
MG,"Mistras Group, Inc.",14.94,USD,0,143450,1.007417457782572,471329391,USD,26.182965299684543,0.5706,USD,60.777683854606934,0,産業サービス,強い買い
CGEH,"Capstone Green Energy Holdings, Inc.",5.36,USD,1.1320754716981227,48901,0.5772999442781184,104277100.88000003,USD,,-0.1416,USD,-118.47358121330724,0,生産財製造,強い買い
VXRT,"Vaxart, Inc.",0.5899,USD,-2.5340486454066826,508114,1.0974360746521066,141617199.8322971,USD,,-0.2222,USD,45.659085350941545,0,ヘルスケアテクノロジー,強い買い
NRSN,Neurosense Therapeutics Ltd.,1.02,USD,0,161406,1.1046141590667384,30293304,USD,,,,,0,ヘルスケアテクノロジー,強い買い
HCWB,"HCW Biologics, Inc.",1.01,USD,-3.809523809523813,43262,0.7123427517618389,3312610.504761905,USD,,-13.9585,USD,65.26007964161275,0,ヘルスケアテクノロジー,強い買い
MLCI,Mount Logan Capital Inc,6.29,USD,0.8012820512820484,95828,1.142024964664774,180309769,USD,,-2.0112,USD,-1453.050193050193,0.480769230769231,金融,強い買い
WAVE,Eco Wave Power Global AB Sponsored ADR,5.42,USD,7.433102081268583,8200,0.6826336338586283,29471531,USD,,-0.5849,USD,-46.518036072144284,0,公益事業,強い買い
SNDL,SNDL Inc.,1.49,USD,-1.3245033112582794,1075405,0.7734786800950487,383674998.02649003,USD,,-0.2518,USD,18.24675324675324,0,素材産業,強い買い
ENTX,Entera Bio Ltd.,1.45,USD,9.022556390977435,311410,1.356966036413803,66493004.323308274,USD,,-0.2446,USD,5.959246443675504,0,ヘルスケアテクノロジー,強い買い
KMDA,Kamada Ltd,8.36,USD,0.966183574879228,34647,0.5394561064245209,482218085.0874705,USD,21.950824607407927,0.38085129599999995,USD,38.85617826586085,0,ヘルスケアテクノロジー,強い買い
ANNX,"Annexon, Inc.",5.61,USD,-0.3552397868561203,3347432,1.6429339081502023,811929471.7779752,USD,,-1.408,USD,-35.61934116740512,0,ヘルスケアテクノロジー,強い買い
REI,"Ring Energy, Inc.",1.34,USD,0.7518796992481209,4093059,0.7920090093838072,277679063.81954885,USD,,-0.0766,USD,-113.54314002828853,0,エネルギー鉱物,強い買い
TLPH,"Talphera, Inc.",0.8361,USD,0.42036992553446406,100528,0.4719961236670411,38970299.65481624,USD,,-0.378,USD,44.395410414827886,0,ヘルスケアテクノロジー,強い買い
PYPD,PolyPid Ltd.,4.68,USD,2.18340611353711,41823,0.7947846709918702,74398902.13100438,USD,,-2.982,USD,61.22589621230837,0,ヘルスケアテクノロジー,強い買い
IVF,INVO Fertility Inc,1.11,USD,0.45248868778281587,602586,0.08282658145162963,2649377.1312217196,USD,,-635.9418,USD,2.3737028407247,0,ヘルスケアサービス,強い買い
NTRP,"NextTrip, Inc.",2.98,USD,0,34895,1.0178395375021148,40727083,USD,,-4.2451,USD,61.60226491551792,0,テクノロジーサービス,強い買い
TNXP,Tonix Pharmaceuticals Holding Corp.,15.91,USD,-2.0923076923076915,236474,0.6362612461113833,203458189.29415384,USD,,-986.9872,USD,81.36152871438203,0,ヘルスケアテクノロジー,強い買い
COSO,"CoastalSouth Bancshares, Inc.",25.34,USD,-0.23622047244093985,53704,0.4888688217773473,342316786.01653546,USD,11.712502888837532,2.1635,USD,3.7003307290418412,0,金融,強い買い
ZURA,Zura Bio Limited Class A,6.44,USD,2.711323763955356,560899,1.290798059357946,418750101.3014355,USD,,-0.7077,USD,-19.685438863521046,0,ヘルスケアテクノロジー,強い買い
RSSS,"Research Solutions, Inc.",2.53,USD,1.1999999999999922,51401,0.6610984567381214,83151146.98,USD,67.10875331564986,0.0377,USD,,0,商業サービス,強い買い
MAZE,"Maze Therapeutics, Inc.",48.37,USD,1.3833577866275344,283140,0.46209179361923597,2327537548.61769,USD,,-2.2544,USD,,0,ヘルスケアテクノロジー,強い買い
MNKD,MannKind Corporation,5.83,USD,-1.3536379018612532,2037413,0.5227345889915835,1790219698.0710661,USD,61.82396606574762,0.0943,USD,34.13940256045518,0,ヘルスケアテクノロジー,強い買い
PMNT,Perfect Moment Ltd.,0.297,USD,3.3043478260869596,52604,1.3419182359453683,10460914.372173913,USD,,-0.7918,USD,-16.750221173695063,0,小売業,強い買い
NSRX,Nasus Pharma Ltd.,5.44,USD,0.7407407407407414,8995,1.4066336184652917,46854208.63999999,USD,,,,,0,ヘルスケアテクノロジー,強い買い
