シンボル,詳細,テクニカルの評価 1日,移動平均線の評価 1日,オシレーターの評価 1日,RSI (相対力指数) (14) 1日,MOM (モメンタム) (10) 1日,AO (オーサム・オシレーター) 1日,CCI (商品チャネル指数) (20) 1日,"STOCH (ストキャスティクス) (14,3,3) 1日, %K","STOCH (ストキャスティクス) (14,3,3) 1日, %D",ローソク足パターン 1日
SIF,"SIFCO Industries, Inc.",買い,強い買い,中立,57.60571399813087,0.20999999999999996,0.3266217647058891,156.8990215359241,63.766230705785325,63.37167155635691,
AXIL,"AXIL Brands, Inc.",売り,売り,中立,43.61225645945014,-1.0200000000000005,-0.48336823529411177,-93.61840963359799,24.904214559386958,26.830313656730965,
RCHN,"Rouchon Industries, Inc.",買い,強い買い,中立,62.627126056864554,0.22073699999999996,0.15205262647058815,31.74028608476696,93.53213276836158,87.8876062633531,
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,買い,強い買い,中立,61.61594244006996,0.08999999999999986,0.06270588235294294,207.40989147194972,91.57809814444549,87.85941367910387,
NINEQ,"Nine Energy Service, Inc.",中立,中立,中立,,,,,,,
LCNTU,Louisiana Central Oil & Gas Company,売り,強い売り,中立,42.08868099368629,-29.75999999999999,-36.13735294117703,-58.32379382965504,39.40886699507389,39.57307060755337,
MSRM,Mushrooms Inc,売り,強い売り,中立,35.40723725972397,-0.0186,-0.01133320588235294,-148.8497857458892,3.5984848484848495,2.567340067340068,陰の丸坊主
EVVL,Evil Empire Designs Inc,売り,強い売り,中立,38.932358798952976,-0.0998,-0.12352421764705887,-87.25303073126337,0.02653343946709795,0.044414263291320304,
PVCT,"Provectus Biopharmaceuticals, Inc.",売り,強い売り,中立,38.86332812481727,-0.0058000000000000065,-0.01099819117647078,-112.53592926285398,20.733652312599677,14.195101127950494,
VMHG,Victory Marine Holdings Corp.,強い買い,強い買い,買い,61.57170274099428,0.0067,0.006638485294117647,115.73845243927254,45.20547945205479,56.57744490083298,"上影線, 流れ星"
CWD,"CaliberCos, Inc. Class A",売り,強い売り,中立,45.39670292885295,-0.09000000000000008,-0.17770823529411972,-5.508961548527727,38.77551020408162,23.634302205730762,
SVSN,"Stereo Vision Entertainment, Inc.",売り,強い売り,中立,34.993255571446184,0,-0.0016632352941176472,-9.803921568627862,66.49916247906198,77.66610831937466,
FXLG,FS Bancorp,買い,強い買い,買い,63.27936488124364,0.8999999999999986,0.48372058823523645,123.62082543840397,99.69696969696976,93.22002975491353,
CHOW,ChowChow Cloud International Holdings Ltd.,売り,強い売り,中立,26.268590206652433,-0.24800000000000005,-0.23073773235294404,-124.68601358407979,13.456519469673237,15.828159467983875,
ORPB,Oregon Pacific Bancorp,買い,買い,中立,55.028916120951486,0.09999999999999964,0.048764705882346604,-43.414569183644176,53.69075369075347,58.28477078477053,
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",強い買い,強い買い,買い,75.28957317378733,0.6498999999999988,0.4476694117647,115.86622866318321,86.32478632478625,81.8645798645798,"トンボ, 首吊り線, 下影線"
QKIE,"QKI Emulsion, Inc.",買い,強い買い,中立,50.49676632964026,-0.08000000000000007,-0.07234676470588286,-20.635694322508282,77.99777999937669,70.55152117327587,
CYCA,Cytta Corp.,買い,強い買い,中立,73.81058654404647,0.012275000000000001,0.007498279411764713,167.7381507554053,93.28227353933698,92.17407873035472,"首吊り線, 下影線"
LSDIF,"Lucy Scientific Discovery, Inc.",売り,強い売り,中立,48.18814826141887,0,-0.0006088529411764722,-36.93100486687658,3.7007434154171886e-16,-7.796232795145543e-15,
ALPP,"Alpine 4 Holdings, Inc. Class A",売り,強い売り,中立,47.550241750271105,-0.00020000000000000004,0.000005132352941176479,-97.07180104292026,15.15151515151515,34.79236812570145,
WELPP,Wisconsin Electric Power Co 3.60 % Serial Cum.Red.Pfd Shs,強い買い,強い買い,買い,53.99925557498577,0.7399999999999949,-0.2782058823529212,68.86818318702703,78.70573647192747,70.67324501737237,陽の丸坊主
BGXXQ,Bright Green Corp.,買い,買い,買い,53.5085204767206,0.00019999999999999998,-0.00005617647058823506,26.66666666666675,16.66666666666667,11.11111111111112,陽の丸坊主
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,売り,強い売り,売り,49.18233220027483,-0.08000000000000007,-0.044865294117650834,-9.358347646108255,55.54022988505769,46.74725003089867,
SWYDF,Stornoway Diamond Corp,売り,強い売り,買い,48.25023335467707,0.0001,-0.0001471823529411765,-36.16182440849867,6.639973306639969,3.2234254456476634,
AXIM,"AXIM Biotechnologies, Inc.",買い,強い買い,買い,52.13518338597978,-0.0011149999999999997,0.0014214558823529393,30.93979379969393,53.398464015855325,50.600625133975846,
PUPS,Pick-Ups Plus Inc.,買い,買い,中立,58.30908270111812,0.00009900000000000001,0.000041241176470588204,131.14754098360652,100,66.66666666666667,
TACH,Titan Acquisition Corp Class A,買い,買い,中立,53.07085444185704,0.009999999999999787,0.03175705882352986,33.96871253103888,71.79487179487171,78.97435897435933,はらみ線 (弱気)
JFWV,JSB Financial Inc.,買い,強い買い,中立,64.8643476855953,16.349999999999994,12.139379411764736,160.09936622028098,100,90.94833400782413,
MAMO,Massimo Group,売り,強い売り,売り,14.513471783332733,-2.2800000000000002,-2.1960051470588224,-119.14459979218508,2.4696738807537213,2.8979548872831793,
CDIV,"Cascadia Investments, Inc.",売り,強い売り,中立,47.67444814308181,0,-0.001864720588235294,-44.807357120089,1.8504520258883843,1.366902578921537,
DUKR,Duke Robotics Corp.,買い,強い買い,売り,53.83084170147592,-0.017949999999999966,0.013728444117646954,32.38718139419815,54.56688093051733,46.302106180508055,
NL,"NL Industries, Inc.",買い,強い買い,中立,60.29758910276573,0.2599999999999998,0.2434838088235205,176.2169513300303,64.05323109022108,60.07858149898882,
VNJA,Vanjia Corp.,売り,強い売り,中立,37.54692622588237,-0.23999999999999977,-0.8861264705882443,-73.74645642763372,15.873015873015873,13.206141969911855,
USNA,"USANA Health Sciences, Inc.",買い,買い,買い,53.78172434341204,-0.7100000000000009,0.27747411764722685,2.142818124204075,40.72681704260657,34.29406850459484,
PKBK,"Parke Bancorp, Inc.",買い,強い買い,中立,75.45170589030117,1.1099999999999994,2.605532352941161,96.23138369077449,79.29696464375758,79.52389557382749,
GDLG,Glidelogic Corp,中立,中立,中立,49.80781671441512,0.099,-0.10574307352941184,40.87702630207649,55.07655414130233,36.79579413392363,
VSST,"Voice Assist, Inc.",中立,売り,中立,47.68590114674845,-0.00655,0.0027181617647058856,-55.61732884767238,9.956311825116233,11.361485308347357,
BCX,BlackRock Resources & Commodities Strategy Trust,買い,強い買い,中立,66.872813604247,0.379999999999999,0.7763541176470543,113.42499084367545,79.87675070028,67.97685375114594,下影線
SCE/PL,SCE Trust VI 5% Cum Red Pfd Secs Series L,強い買い,強い買い,買い,67.47748035951798,0.17999999999999972,0.3658444117647299,175.12755570237687,70.84848484848477,64.60028860028858,
DNP,DNP Select Income Fund Inc,強い買い,強い買い,買い,59.72350869252383,0.049999999999998934,0.10119558823522468,112.08865056125029,67.63285024154588,62.804807913503566,
BLMZF,Harrison Global Holdings Inc.,中立,売り,買い,17.39058274206232,-0.0001999999999999988,-0.0058024264705905,-47.146606869698296,22.294180137331647,12.308780018305791,下影線
CMND,Clearmind Medicine Inc.,売り,強い売り,中立,21.103088423779,-1.4900000000000002,-0.7519049999999461,-169.9634534871409,1.6684507982550028,3.6730113631661667,
XRPN,Armada Acquisition Corp. II Class A,買い,買い,中立,57.266865040913274,0.009999999999999787,0.0021205882353072525,21.94698596683548,29.313232830820425,26.521496370742295,"トンボ, 下影線"
ARDS,"Aridis Pharmaceuticals, Inc.",強い売り,強い売り,中立,47.980429850946,-0.00225,0.004159558823529411,455.2548900374987,0,22.222222222222225,陰の丸坊主
ZENV,"Zenvia, Inc. Class A",売り,強い売り,買い,36.39778315062111,-0.05400000000000005,-0.08959736764706083,-173.9384092430173,22.689356022689314,19.287956979358597,"トンボ, 下影線"
COOT,Australian Oilseeds Holdings Limited Class A,売り,強い売り,中立,47.60707946036775,-0.017899999999999916,-0.046628747058817366,-48.5776421739326,27.730663379036383,17.003548262616107,
REOS,"ReoStar Energy, Corporation",中立,買い,中立,50.771692244745566,-0.00019999999999999966,-0.00021242647058823672,82.78609901866679,49.14772727272727,51.017210392210394,
VKSC,"Viskase Companies, Inc.",強い売り,強い売り,売り,30.60054690453549,-0.295562,-0.2613695352941151,-224.25465244918772,11.877358583036822,29.065192460375794,
VAPR,"VaporBrands International, Inc.",売り,強い売り,中立,43.044049763831126,-0.0026,-0.0005152588235294107,-58.17828216348261,21.930584982778896,29.49837945847362,
OGEN,"Oragenics, Inc.",売り,強い売り,中立,39.46956497324115,-0.09089999999999998,-0.1212841735294079,-115.89124903494185,21.13983213848536,15.957854251765694,
ALMY,"Alchemy Creative, Inc.",中立,買い,中立,52.07430238609846,0,0.0000047588235294117895,51.28205128205128,100,77.77777777777777,
SAML,Samsara Luggage Inc,売り,強い売り,中立,39.656933355703075,0,-0.00024264705882352921,-45.66210045662098,16.666666666666668,33.333333333333336,
BRRE,Blue Ridge Real Estate Company,買い,買い,買い,51.30115548653011,1,0.2099632352941203,35.01638596118592,16.766467065868266,18.562874251497007,
MVLA,Movella Holdings Inc.,買い,買い,買い,57.214347980937,0.0021,0.000982941176470588,98.80018768013939,96.96969696969695,94.94949494949493,
BNGI,"BANGI, Inc.",売り,売り,買い,48.13657861501665,0,1.9058241313221758e-21,-35.087719298245204,-4.736951571734001e-15,-6.315935428978668e-15,
CEF,Sprott Physical Gold and Silver Trust Units,買い,強い買い,売り,51.22035322043992,-6.789999999999999,-0.5774185294117231,-35.89552671326812,35.19668737060042,28.38509316770184,はらみ線 (弱気)
ZYBT,Zhengye Biotechnology Holding Ltd.,売り,売り,中立,43.860576287600125,0,-0.24092897352941267,44.54536456791063,58.69016267518487,36.67697974473,
NIM,Nuveen Select Maturity Municipal Fund,買い,強い買い,中立,68.58029497984612,0.379999999999999,0.3071808823529878,111.41461202281667,59.701492537313406,60.978708607500096,
NEOM,"NeoMedia Technologies, Inc.",売り,強い売り,売り,46.881708735350244,-0.00009900000000000001,5.823529411764802e-7,-59.82905982905977,0,11.11111111111112,
SSBI,Summit State Bank,買い,強い買い,売り,63.94982844908888,-0.05000000000000071,1.0483949999999922,42.184966717908786,65.01424057481702,76.69691565405317,
PAII,Pyrophyte Acquisition Corp. II Class A,中立,買い,中立,51.673204352306875,0,0.036633823529415466,10.951142681967132,70.83333333333395,81.66411824668745,
WCUI,"Wellness Center USA, Inc.",強い売り,強い売り,中立,45.57610475434715,-0.00009900000000000001,-0.0006864323529411757,-39.44242172241175,1.8392694774623426e-14,0.054932707433414184,
CBGH,"China Yibai United Guarantee International Holding, Inc.",売り,強い売り,中立,45.441852000232615,-0.0011100000000000003,-0.0040239117647058835,-67.63994026468923,14.278659611992945,21.004115226337444,
HNNA,"Hennessy Advisors, Inc.",買い,買い,中立,50.91952425432191,-0.45000000000000107,0.045245294117632895,-9.936240070983711,31.29265091863522,23.344269466316756,陰の丸坊主
PHCG,Pure Harvest Corporate Group Inc,売り,売り,中立,46.04404771948458,-0.0007000000000000001,-0.0018464558823529428,-64.29296314541284,40.19607843137258,27.91091745340114,陽の丸坊主
FKYS,First Keystone Corporation,買い,強い買い,中立,62.19931475284947,-0.25,0.6882964705883268,14.45054125894891,63.35459484998811,62.15697827834589,
MITI,"Mitesco, Inc.",中立,売り,買い,52.28244073299996,0.0286,-0.02809405882352904,40.72382711615096,67.43897715388748,45.98623928686777,
PHSE,Pride Holdings Group,買い,買い,中立,51.27739119947252,-0.00020000000000000573,-0.004176308823529526,45.310581689899635,81.84872404232442,68.10057253662174,"トンボ, カラカサ, 下影線"
GAUZ,Gauzy Ltd.,売り,強い売り,中立,39.67045367874833,-0.20899999999999996,-0.17222205882352437,-133.66854082267034,3.7068629597748237,6.385672786554405,
IFBD,Infobird Co Limited,強い買い,強い買い,買い,62.11884863075358,0.2380000000000001,-0.08751685588235447,130.36474727297207,61.31661635686417,39.82257098147206,
MBBC,"Marathon Bancorp, Inc.",買い,強い買い,売り,66.40219122289051,1.0709999999999997,0.8782058823529297,175.68050542821283,89.97853157998493,91.3027358069868,
MCBK,"Madison County Financial, Inc.",強い買い,強い買い,買い,67.59599533185374,2.1799999999999997,1.341951470588235,160.05883718348232,94.27609427609434,95.51066217732891,
QTZM,Quantumzyme Corp,買い,強い買い,売り,72.97517246956414,1.6,1.464763235294118,127.65682259107558,99.24180439644363,99.32497048535686,
WEA,Western Asset Premier Bond Fund Premier Bond Fund,買い,強い買い,中立,57.79019292496614,0.14000000000000057,0.07421911764702394,46.10696213243343,51.666666666666856,48.45238095238113,
HGGG,"hhgregg, Inc.",中立,売り,中立,47.81798082654399,0,-0.00004044705882352934,35.08771929824548,100,66.66666666666667,
OFLX,"Omega Flex, Inc.",買い,強い買い,売り,68.92910806697185,3.210000000000001,4.484972058823509,132.7829861093158,88.73463812484862,89.35287572120357,
MGHL,Morgan Group Holding Co.,買い,買い,中立,59.76156026910682,0.8199999999999998,0.7794749999999999,90.62731656372404,82.43661100803955,83.73658638539588,
KGKG,Kona Gold Beverage Inc,買い,強い買い,買い,58.62008674893864,0.00009900000000000001,0.000008458823529411798,124.92887913517042,66.32996632996633,60.83052749719416,"トンボ, 下影線"
BJDX,"Bluejay Diagnostics, Inc.",中立,売り,買い,50.046707033094634,0.21119999999999983,0.26705076470587663,54.15248189703018,38.80400158998982,38.543172232703085,
BRW,Saba Capital Income & Opportunities Fund,売り,強い売り,中立,14.562805258979523,-0.34000000000000075,-0.30675580882351916,-163.62931462989684,9.584859584859624,6.1247289149127395,
BGMS,"Bio Green Med Solution, Inc.",売り,強い売り,中立,39.01404679759599,-0.27,-0.32221294117651444,-95.27872404051045,37.65206202399031,27.72833177473701,同時線
IRBL,Inrob Tech Ltd.,中立,売り,中立,51.11407417897255,0.00009900000000000001,-0.0000574676470588235,43.87440426128399,100,66.66666666666666,
APAD,A Paradise Acquisition Corp. Class A,買い,強い買い,中立,59.94217390793578,0.03500000000000014,0.03029058823529418,139.77051334330883,78.33333333333401,72.77777777777835,
LNKS,Linkers Industries Limited Class A,強い買い,強い買い,買い,73.09240072089788,0.8200000000000001,0.6077448676470589,95.24349857622438,64.12919323905969,60.112936013824644,
CMFO,China Marine Food Group Ltd.,買い,強い買い,中立,52.583879772623355,0.0012000000000000005,0.00009294117647058817,21.463202048265074,88.88888888888891,83.70370370370371,
GMND,Green Mountain Development Corp.,買い,中立,買い,49.64903566052173,0.0001,0.0000228676470588232,310.870165399192,66.49916247906198,55.33221663874931,
MCI,Barings Corporate Investors,買い,強い買い,中立,56.531410022112254,-0.4299999999999997,0.6994673529411841,25.434735324106207,50.91103228120256,57.603396194980895,
KEN,Kenon Holdings Ltd.,強い買い,強い買い,中立,64.22860090904464,0.75,4.302595588235292,135.88724049250288,74.93561237782673,65.76059295998861,
XXI,"Twenty One Capital, Inc. Class A",売り,強い売り,売り,29.12846534693584,-2.21,-2.1195273529411605,-118.8164840196781,17.17997282496809,12.79232891413534,
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund of Benef Interest,強い買い,強い買い,買い,61.93829730822707,0.08999999999999986,0.05444127941176724,136.15458654342194,80.63907273572397,71.72299575521298,
MLCG,ML Capital Group Inc.,中立,売り,買い,38.42726285506628,0.0001,-0.0002703529411764797,73.20435331656006,44.258639910813834,40.54254923820144,
RJET,Republic Airways Holdings Inc.,買い,強い買い,売り,56.19721695862658,1.8599999999999994,0.20186029411765105,172.34275149170827,86.65910052185323,84.2224114432878,
BDCM,"Broadcast Marketing Group, Inc.",中立,売り,中立,47.398144531448935,-0.006699999999999999,-0.006284867647058833,51.044964842744115,14.492753623188408,6.28019323671498,
BEAG,Bold Eagle Acquisition Corp. Class A,売り,強い売り,中立,38.53996635966347,-0.14000000000000057,-0.0490661764705802,-148.86619181123083,10.587730587730327,10.296725296725128,
XCBEU,X3 Acquisition Corp. Ltd. Units Cons of 1 Shs A + 1/2 Red Wt,中立,売り,買い,50,0,,,,,陰の丸坊主
OTGA,OTG Acquisition Corp. I Class A,買い,強い買い,中立,58.675945730420715,0.004999999999999005,0.028207352941176822,49.50387089738593,45.2380952380962,48.41269841269957,
MTWO,M2I Global Inc,強い売り,強い売り,中立,39.96254263983098,-0.007099999999999995,-0.008627823529411757,-70.13448844267215,20.388888888888896,24.944444444444454,
LNMG,Linike Medical Group Ltd,中立,買い,中立,53.980836912535004,0.01065,0.003947088235294126,58.859820639425024,50.440476190476204,37.78174603174603,陽の丸坊主
WHLR,"Wheeler Real Estate Investment Trust, Inc.",売り,強い売り,買い,29.14107861097527,-2.8099999999999996,-2.338563235294037,-115.50083339331603,8.550039401103234,5.8939847649067545,
STKH,Steakholder Foods Ltd. Sponsored ADR,売り,強い売り,買い,36.51415575866229,-0.6700000000000002,-0.49940126470588364,-122.95910102192845,10.569965037807961,9.127165957243431,上影線
ZKP,Lafayette Digital Acquisition Corp. I Class A,中立,中立,中立,,,,,,,
JLS,Nuveen Mortgage and Income Fund,強い買い,強い買い,買い,66.75687882460036,0.3100000000000023,0.2919830000000516,160.97721585669643,88.7433434324289,82.41716731352919,
ULBI,Ultralife Corporation,売り,売り,売り,50.57779099403892,-0.015000000000000568,0.314079411764709,-8.360550787222278,52.15419501133791,46.444041534745615,包み線 (弱気)
TCCO,Technical Communications Corporation,中立,売り,買い,43.44000191651786,0.00009900000000000001,-0.00045931764705882334,-35.268244231941935,0.6600440029335265,0.44002933528901744,
FINS,Angel Oak Financial Strategies Income Term Trust of Benef. Interest,買い,強い買い,中立,56.34830835587436,0.129999999999999,0.0838247058823498,67.72318339103646,65.92342342342344,65.51051051051046,
SRGZ,Star Gold Corp.,強い買い,強い買い,買い,58.784275840335305,0.027800000000000005,0.028998352941176475,66.01822119672663,51.113865069923406,51.67824707783905,陽の丸坊主
WFHG,World Financial Holding Group,売り,強い売り,中立,47.04041699789417,0.09999999999999964,-15.52645676470588,-39.73540771569726,2.572877015208657,2.5150986307578402,
PFHO,"Pacific Health Care Organization, Inc.",買い,強い買い,中立,56.07174083262739,0.020000000000000018,0.1040525000000001,50.23644712493942,80.20833333333331,81.13425925925924,
DHCC,Diamondhead Casino Corporation,売り,強い売り,買い,36.72092091025706,0.0004,-0.0038144117647058804,-0.5148005147973359,28.746928746928745,19.028119028119026,
HYNE,"Hoyne Bancorp, Inc.",買い,強い買い,中立,52.53702734645051,-0.1899999999999995,0.011144117647058138,-10.459417805252626,35.04901960784317,23.45831125242893,
FECOF,FEC Resources Inc.,買い,強い買い,買い,52.18572394115967,0.0012000000000000001,0.0004767647058823523,-20.169851380042427,87.96296296296295,95.98765432098764,"トンボ, 下影線"
SAFS,"Safer Shot, Inc.",売り,強い売り,中立,48.08371880910762,0,-0.00009539705882352948,-39.21568627450983,-9.473903143468002e-15,-8.19097875945671e-15,
APHP,American Picture House Corporation,強い売り,強い売り,売り,36.614256933043094,-0.030375,-0.041680735294117754,-88.63771434085322,41.97913020178317,48.99144481398968,
EVKG,"Ever-Glory International Group, Inc.",売り,強い売り,中立,41.57798072644295,0,-0.0003102941176470584,-52.28758169934638,0,0,
RYET,Ruanyun Edai Technology Incorporation,売り,強い売り,中立,45.28863828039366,-0.014999999999999902,-0.10626558823529675,-46.07769541924065,32.48089935891169,26.304717097471713,
VS,Versus System Inc,売り,強い売り,中立,33.4301232469907,-0.1399999999999999,-0.1117323529411769,-131.8554166173573,19.05555555555557,11.637566137566155,
CATV,"4Cable TV International, Inc.",買い,買い,中立,52.04318213252096,0,-0.000005955882352941179,-49.57264957264913,100,100,"トンボ, 下影線"
INTG,InterGroup Corporation,売り,強い売り,売り,46.72718637032518,-1.5399999999999991,0.7975855882352967,-94.18440454570442,41.58410726558386,49.59804537465022,
GFMH,Goliath Film and Media Holdings,強い買い,強い買い,買い,61.46255152759055,0.0035399999999999997,0.0013066176470588218,206.40293818310542,81.48148148148148,85.18518518518519,
UBQU,Ubiquitech Software Corporation,売り,強い売り,買い,45.27569706469897,0,-0.00003298235294117646,-104.53528574333943,2.3684757858670007e-14,1.5000346643824338e-14,
SECOY,Secoo Holding Limited Sponsored ADR Class A,売り,強い売り,中立,48.58452440493833,0,-0.00001982941176470461,-0.33350008337520887,49.74874371859297,44.221105527638194,
ASTI,"Ascent Solar Technologies, Inc.",強い買い,強い買い,買い,62.64985366494141,1.21,1.3615411764705874,157.70189218125003,59.518988685655366,49.855094993983904,
MCR,MFS Charter Income Trust,買い,買い,買い,55.340669813115106,0.03000000000000025,0.0013367647059263632,121.5675323466378,68.35669002335653,63.72579708735717,
GROO,"Groovy Company, Inc.",買い,買い,中立,51.32231502566621,0.009899999999999999,0.003297352941176469,10.194581198298684,53.90689576430617,32.21933390135328,陽の丸坊主
SEAC,"SeaChange International, Inc.",売り,売り,中立,49.36672220851801,-0.2999999999999998,-0.015179411764702166,-25.759080421864923,73.19602529358627,69.13941583860283,陽の丸坊主
LGPS,LogProstyle Inc.,売り,強い売り,中立,36.046918523725765,-0.12359999999999993,-0.13217927941176577,-77.28140562409774,15.16400621664198,18.520124734718298,
HGPI,"Horizon Group Properties, Inc.",売り,強い売り,売り,41.81375978058267,-1.616,-0.00548382352941168,-146.8736356265202,2.385035638047654,3.597814682151995,
CPBI,"Central Plains Bancshares, Inc.",買い,強い買い,中立,61.990333963763256,0.23000000000000043,0.41025382352941264,87.96477044804085,91.75655430711619,88.13732833957556,
BDRLQ,"Blonder Tongue Laboratories, Inc.",売り,強い売り,中立,48.28828399611239,0,-0.00036942647058823067,-56.933495927877736,24.72179687618116,35.10573379682064,
HGYN,Hong Yuan Holding Group,買い,強い買い,中立,70.63336077142792,0.0884,0.06353794117647057,106.8235450526805,51.20120120120122,51.95195195195202,"トンボ, 下影線"
KBSR,KBS Real Estate Investment Trust III,売り,強い売り,中立,43.72773100201351,-0.67022,-0.30429873529411755,-129.6252646534987,46.32328332555698,38.23777461885769,
NXG,NXG NextGen Infrastructure Income Fund of Benef Interest,強い買い,強い買い,買い,76.83869634389696,3.0899999999999963,0.94845029411767,235.6740355439969,90.9846283890591,85.17455983579977,陽の丸坊主
OPXS,"Optex Systems Holdings, Inc.",買い,強い買い,中立,52.80419051066248,0.14999999999999858,-0.02770647058824416,10.120449863015605,50.9748249100889,36.440513032803956,同時線
OVLY,Oak Valley Bancorp,買い,強い買い,中立,66.90333572374166,1.0399999999999991,2.1206000000000316,100.59306895319878,78.86763273992449,83.68519939051176,
IDTA,Identa Corp.,買い,買い,買い,51.98219737817854,0.06981000000000001,-0.014330117647058854,65.49920274519408,39.56047640970968,41.95337481752451,陽の丸坊主
NVEC,NVE Corporation,売り,強い売り,買い,46.28258426581902,-8.16000000000001,-1.3487499999998818,-51.19426259342392,11.652835408022113,8.321807284462873,陽のコマ
IBG,Innovation Beverage Group Ltd.,売り,強い売り,中立,32.0854113110709,-0.6180000000000003,-3.0042243382352884,-59.6704544818627,32.20583398138407,26.710601826096106,
HAZH,"HAZ Holdings, Inc.",売り,強い売り,中立,36.5137048296599,0.0001,-0.002535382352941177,-59.39272605939269,4.999999999999996,4.999999999999993,
PUGE,"Puget Technologies, Inc.",売り,強い売り,中立,48.10961281478375,0,0.000008152941176470578,-39.21568627450978,0,22.222222222222197,
NBST,Newbury Street Acquisition Corp.,強い買い,強い買い,買い,53.994329029882145,3.9299999999999997,1.4592338235294253,91.30633006862851,51.56980627922511,39.95769316410599,陽の丸坊主
XCRP,"Xcorporeal, Inc.",売り,強い売り,中立,43.33483184299539,-0.00009900000000000001,-0.003106870588235298,-47.49994044641369,0,33.333333333333336,
HWGG,HWGG Entertainment Limited,売り,強い売り,中立,33.515242905478104,-1.4,-0.6259117647058878,-229.2316302870391,14.814814814814815,23.456790123456795,
NWTT,"NW Tech Capital, Inc.",買い,買い,売り,50.21414103591802,-0.0001,-0.00003759999999999999,-17.190593461779898,33.16582914572865,33.165829145728615,
CIGL,Concorde International Group Ltd. Class A,売り,強い売り,中立,49.22559419859929,0.09000000000000008,0.4116973529411765,3.2044768886878665,20.237970620049538,22.69104537112482,
CYIO,CYIOS Corporation,買い,買い,中立,61.78466327872433,0.0008000000000000004,0.0003643676470588206,134.30162001810712,89.89583333333333,81.40549516908213,首吊り線
ORCL/PD,"Oracle Corporation Depositary Shs Repr 1/2,000th Int 6.50% Mand Con Pfd Shs Ser -D-",中立,中立,中立,,,,,,,
BST,BlackRock Science & Technology Trust,買い,強い買い,売り,51.78394152964448,-0.4200000000000017,-0.810453235294105,19.64432236869461,60.26285861676818,38.08854654778032,上影線
VYST,Vystar Corporation,売り,強い売り,売り,48.04194521449163,-0.004306999999999998,-0.00015225000000011063,-39.44893283067277,29.89457831325302,32.580321285140606,
GOGY,Golden Grail Technology Corp.,売り,売り,売り,46.04083764299979,-0.006699999999999998,-0.0015180882352941044,-98.55445923142724,37.69470404984424,42.808930425752855,
PNYG,"Pony Group, Inc.",強い売り,強い売り,売り,43.414576287421134,-0.2599,-0.06773182352941276,-149.38612957745164,42.34703366189325,46.95593966260208,陽の丸坊主
UNEH,"Universal New Energy Holding Group, Inc.",売り,強い売り,買い,39.19836453370823,-0.14529999999999998,-0.19193655882352936,-53.6337368931793,11.33609254994552,9.116481652715901,
MUEL,Paul Mueller Company,強い買い,強い買い,中立,56.76570888204096,-15.009999999999991,15.65028749999999,9.7231799942216,36.60416666666667,36.86396849158823,
PLKT,Solar Gold Ltd.,売り,強い売り,中立,40.93814555795227,-0.00009900000000000001,-0.06628027352941171,-43.41664938539671,0.3300330033003254,0.3300330033003254,
ABP,"Abpro Holdings, Inc.",売り,強い売り,買い,26.655344235013928,-0.3540000000000001,-1.5473470588235296,-44.936492282375355,6.4659221426158995,4.176739994056375,
GPLB,"Green Planet Bioengineering Co., Limited",売り,強い売り,売り,41.36099778735899,-0.4929,-0.3676705882352944,-84.85566951562699,0.22789648307896668,0.07920961439210719,
MIRA,"MIRA Pharmaceuticals, Inc.",売り,強い売り,中立,36.11065903541207,-0.13000000000000012,-0.21162079117646848,-73.99846009381415,19.811006379129786,14.46334194377055,包み線 (強気)
UONE,Urban One Inc Class A,売り,強い売り,売り,48.6588395072085,-1.6300000000000008,1.5705998529411733,13.503504163908373,37.22371442581828,44.6493116831065,
SFBC,"Sound Financial Bancorp, Inc.",買い,買い,買い,56.74058360333727,0.3999999999999986,0.31249147058820625,85.51365430364459,57.32301519059909,48.266605056625224,陽の丸坊主
ERFB,"ERF Wireless, Inc.",強い売り,強い売り,売り,48.106303923816235,-0.00009,0.016732935294117648,-39.46079017079738,0.016359992547106322,0.04808092474351769,
SWDR,"Starwood Real Estate Income Trust, Inc. Class I",中立,中立,中立,,,,,,,
CTOR,"Citius Oncology, Inc.",買い,買い,買い,51.13909314395803,0.029999999999999805,0.009834888235295436,63.43304368450426,44.90553783681443,46.5331170161007,包み線 (強気)
DFP,"Flaherty & Crumrine Dynamic Preferred & Income Fund, Inc.",買い,強い買い,中立,69.27662999085815,0.3999999999999986,0.44270154411762164,129.27052052730667,85.97435503685506,90.09507613674283,陽のコマ
BOBS,"Bob's Discount Furniture, Inc.",中立,中立,中立,,,,,,,
GAM,General American Investors Co Inc,買い,強い買い,中立,63.27585717114804,0.5599999999999952,0.848634999999966,190.29846132365498,87.24590379578073,72.63647353048707,
SNTG,"Sentage Holdings, Inc. Class A",売り,強い売り,中立,46.3080061279255,-0.21999999999999975,-0.07080176470588384,-72.36562005139704,16.78921568627452,15.05174291938998,
IZNN,IZON Network Inc,売り,強い売り,中立,35.40234004153041,0,-0.000006970588235293971,-39.215686274510084,0,0,
WNDW,"SolarWindow Technologies, Inc.",強い売り,強い売り,売り,41.198650015284926,-0.06,0.022332941176471055,-159.83399697156813,63.492063492063494,78.18991924255084,
